uid	ec	organism	organism_id
Q7TMS5	7.6.2.2	Mus musculus (Mouse)	10090
P28907	3.2.2.6	Homo sapiens (Human)	9606
P07203	1.11.1.9	Homo sapiens (Human)	9606
P03311	3.4.22.46	Foot-and-mouth disease virus (isolate -/Spain/S8c1SantaPau/1970 serotype C) (FMDV)	12120
P21127	2.7.11.22	Homo sapiens (Human)	9606
P33124	6.2.1.3	Rattus norvegicus (Rat)	10116
P22734	2.1.1.6	Rattus norvegicus (Rat)	10116
Q62137	2.7.10.2	Mus musculus (Mouse)	10090
P45985	2.7.12.2	Homo sapiens (Human)	9606
G5EDF7	2.7.12.2	Caenorhabditis elegans	6239
O14638	3.1.4.1	Homo sapiens (Human)	9606
P00517	2.7.11.11	Bos taurus (Bovine)	9913
P03957	3.4.24.17	Rattus norvegicus (Rat)	10116
P49419	1.2.1.31	Homo sapiens (Human)	9606
Q23023	2.7.11.1	Caenorhabditis elegans	6239
Q93063	2.4.1.224	Homo sapiens (Human)	9606
Q14012	2.7.11.17	Homo sapiens (Human)	9606
Q8VDF2	2.3.2.27	Mus musculus (Mouse)	10090
Q9Y6W6	3.1.3.16	Homo sapiens (Human)	9606
P54811	3.6.4.6	Caenorhabditis elegans	6239
P35969	2.7.10.1	Mus musculus (Mouse)	10090
P08292	3.4.22.29	Coxsackievirus B4 (strain JVB / Benschoten / New York/51)	103906
P23837	2.7.13.3	Escherichia coli (strain K12)	83333
P03708	3.1.21.4	Escherichia phage lambda (Bacteriophage lambda)	10710
Q02318	1.14.15.15	Homo sapiens (Human)	9606
O48814	2.7.11.1	Arabidopsis thaliana (Mouse-ear cress)	3702
P21836	3.1.1.7	Mus musculus (Mouse)	10090
P00488	2.3.2.13	Homo sapiens (Human)	9606
P78417	2.5.1.18	Homo sapiens (Human)	9606
Q8IWU2	2.7.11.1	Homo sapiens (Human)	9606
P23188	3.4.21.75	Mus musculus (Mouse)	10090
Q9Y616	2.7.11.1	Homo sapiens (Human)	9606
Q9NYP7	2.3.1.199	Homo sapiens (Human)	9606
Q62940	2.3.2.26	Rattus norvegicus (Rat)	10116
P21404	3.4.22.29	Coxsackievirus A9 (strain Griggs)	12068
O45818	2.7.11.13	Caenorhabditis elegans	6239
Q99N13	3.5.1.98	Mus musculus (Mouse)	10090
Q8N6T7	2.3.1.286	Homo sapiens (Human)	9606
O02193	2.3.1.48	Drosophila melanogaster (Fruit fly)	7227
P33121	6.2.1.3	Homo sapiens (Human)	9606
D4A2Z8	3.6.4.12	Rattus norvegicus (Rat)	10116
Q13283	3.6.4.12	Homo sapiens (Human)	9606
Q91B85	3.4.21.91	Alkhumra hemorrhagic fever virus (ALKV) (Alkhurma hemorrhagic fever virus)	172148
Q9C5U2	2.7.13.3	Arabidopsis thaliana (Mouse-ear cress)	3702
P06210	3.4.22.29	Poliovirus type 2 (strain Lansing)	12084
P08559	1.2.4.1	Homo sapiens (Human)	9606
Q9PZT0	3.1.1.4	Human parvovirus B19 (strain HV) (HPV B19)	648237
Q02399	2.7.11.1	Bos taurus (Bovine)	9913
P54265	2.7.11.1	Mus musculus (Mouse)	10090
Q9NTG7	2.3.1.286	Homo sapiens (Human)	9606
Q16566	2.7.11.17	Homo sapiens (Human)	9606
P62908	4.2.99.18	Mus musculus (Mouse)	10090
O00506	2.7.11.1	Homo sapiens (Human)	9606
P9WIE5	1.11.1.21	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P03956	3.4.24.7	Homo sapiens (Human)	9606
Q9JI10	2.7.11.1	Mus musculus (Mouse)	10090
P13900	3.4.22.29	Swine vesicular disease virus (strain UKG/27/72) (SVDV)	12077
O91734	3.4.22.29	Echovirus 1 (strain Human/Egypt/Farouk/1951) (E-1)	103908
P22055	3.4.22.29	Coxsackievirus A21 (strain Coe)	12070
P0C6W5	3.4.19.12	Bat coronavirus HKU9 (BtCoV) (BtCoV/HKU9)	694006
P51094	2.4.1.115	Vitis vinifera (Grape)	29760
Q8NFU5	2.7.1.140	Homo sapiens (Human)	9606
P15348	5.6.2.2	Drosophila melanogaster (Fruit fly)	7227
Q9Z2A6	2.7.11.24	Rattus norvegicus (Rat)	10116
Q9NX47	2.3.2.27	Homo sapiens (Human)	9606
P0A817	2.5.1.6	Escherichia coli (strain K12)	83333
O60331	2.7.1.68	Homo sapiens (Human)	9606
Q13574	2.7.1.107	Homo sapiens (Human)	9606
P08319	1.1.1.105	Homo sapiens (Human)	9606
P49721	3.4.25.1	Homo sapiens (Human)	9606
O15146	2.7.10.1	Homo sapiens (Human)	9606
Q8C3P7	2.1.1.348	Mus musculus (Mouse)	10090
P70343	3.4.22.64	Mus musculus (Mouse)	10090
Q13572	2.7.1.134	Homo sapiens (Human)	9606
Q01887	2.7.10.1	Mus musculus (Mouse)	10090
P42893	3.4.24.71	Rattus norvegicus (Rat)	10116
Q01638	3.2.2.6	Homo sapiens (Human)	9606
P25787	3.4.25.1	Homo sapiens (Human)	9606
P00507	2.6.1.1	Rattus norvegicus (Rat)	10116
Q8TD19	2.7.11.1	Homo sapiens (Human)	9606
Q9H6E5	2.7.7.19	Homo sapiens (Human)	9606
P0AES0	3.5.1.78	Escherichia coli (strain K12)	83333
Q9BV86	2.1.1.244	Homo sapiens (Human)	9606
F1M7Y5	2.7.11.13	Rattus norvegicus (Rat)	10116
O95747	2.7.11.1	Homo sapiens (Human)	9606
Q15208	2.7.11.1	Homo sapiens (Human)	9606
Q9Z2R9	2.7.11.1	Mus musculus (Mouse)	10090
P21447	7.6.2.2	Mus musculus (Mouse)	10090
P62909	4.2.99.18	Rattus norvegicus (Rat)	10116
Q9NRM7	2.7.11.1	Homo sapiens (Human)	9606
O94762	3.6.4.12	Homo sapiens (Human)	9606
P14740	3.4.14.5	Rattus norvegicus (Rat)	10116
P49903	2.7.9.3	Homo sapiens (Human)	9606
Q9JIY5	3.4.21.108	Mus musculus (Mouse)	10090
P63330	3.1.3.16	Mus musculus (Mouse)	10090
Q5SQI0	2.3.1.108	Homo sapiens (Human)	9606
P40136	4.6.1.1	Bacillus anthracis	1392
Q8N2W9	2.3.2.27	Homo sapiens (Human)	9606
P38827	2.1.1.354	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q3UHN9	2.8.2.8	Mus musculus (Mouse)	10090
Q06226	2.7.11.1	Rattus norvegicus (Rat)	10116
P42575	3.4.22.55	Homo sapiens (Human)	9606
Q03053	3.4.22.29	Coxsackievirus B5 (strain Peterborough / 1954/UK/85)	103907
P29218	3.1.3.25	Homo sapiens (Human)	9606
Q9QL88	3.4.22.29	Coxsackievirus B6 (strain Schmitt)	231474
Q02880	5.6.2.2	Homo sapiens (Human)	9606
P22412	3.4.13.19	Sus scrofa (Pig)	9823
P00540	2.7.11.1	Homo sapiens (Human)	9606
Q01063	3.1.4.53	Mus musculus (Mouse)	10090
P12915	3.4.22.29	Bovine enterovirus (strain VG-5-27) (BEV)	12065
Q7SIG4	3.1.8.2	Loligo vulgaris (Common European squid)	6622
Q9WUN2	2.7.11.1	Mus musculus (Mouse)	10090
Q06151	3.6.1.59	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q63699	2.7.11.22	Rattus norvegicus (Rat)	10116
P0ABQ0	4.1.1.36	Escherichia coli (strain K12)	83333
O00757	3.1.3.11	Homo sapiens (Human)	9606
Q6PCD5	2.3.2.27	Homo sapiens (Human)	9606
Q9Z2D1	3.1.3.95	Mus musculus (Mouse)	10090
Q15257	5.2.1.8	Homo sapiens (Human)	9606
Q8NBK3	1.8.3.7	Homo sapiens (Human)	9606
Q6Q899	3.6.4.13	Mus musculus (Mouse)	10090
Q21307	2.7.12.2	Caenorhabditis elegans	6239
O60229	2.7.11.1	Homo sapiens (Human)	9606
P49593	3.1.3.16	Homo sapiens (Human)	9606
P14779	1.14.14.1	Bacillus megaterium (strain ATCC 14581 / DSM 32 / JCM 2506 / NBRC 15308 / NCIMB 9376 / NCTC 10342 / VKM B-512)	1348623
P00751	3.4.21.47	Homo sapiens (Human)	9606
P07861	3.4.24.11	Rattus norvegicus (Rat)	10116
P25098	2.7.11.15	Homo sapiens (Human)	9606
Q9NZK5	3.5.4.4	Homo sapiens (Human)	9606
P04764	4.2.1.11	Rattus norvegicus (Rat)	10116
P14180	2.4.1.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q9HBH9	2.7.11.1	Homo sapiens (Human)	9606
P63088	3.1.3.16	Rattus norvegicus (Rat)	10116
P43378	3.1.3.48	Homo sapiens (Human)	9606
O95376	2.3.2.31	Homo sapiens (Human)	9606
Q9H7Z6	2.3.1.48	Homo sapiens (Human)	9606
P0AEJ4	2.7.13.3	Escherichia coli (strain K12)	83333
O35099	2.7.11.25	Mus musculus (Mouse)	10090
P41240	2.7.10.2	Homo sapiens (Human)	9606
Q29550	3.1.1.1	Sus scrofa (Pig)	9823
Q00168	2.7.11.17	Drosophila melanogaster (Fruit fly)	7227
Q9Z2A0	2.7.11.1	Mus musculus (Mouse)	10090
Q16134	1.5.5.1	Homo sapiens (Human)	9606
P53778	2.7.11.24	Homo sapiens (Human)	9606
P0C6Y4	3.4.19.12	Porcine epidemic diarrhea virus (strain CV777) (PEDV)	229032
P40145	4.6.1.1	Homo sapiens (Human)	9606
Q9Y2J8	3.5.3.15	Homo sapiens (Human)	9606
Q9UKI8	2.7.11.1	Homo sapiens (Human)	9606
Q8TF76	2.7.11.1	Homo sapiens (Human)	9606
Q15185	5.3.99.3	Homo sapiens (Human)	9606
P35917	2.7.10.1	Mus musculus (Mouse)	10090
Q8TEC5	2.3.2.27	Homo sapiens (Human)	9606
Q69Z98	2.7.11.1	Mus musculus (Mouse)	10090
O88351	2.7.11.10	Mus musculus (Mouse)	10090
P29728	2.7.7.84	Homo sapiens (Human)	9606
P16083	1.10.5.1	Homo sapiens (Human)	9606
Q6PDS3	3.2.2.6	Mus musculus (Mouse)	10090
P39053	3.6.5.5	Mus musculus (Mouse)	10090
P49916	6.5.1.1	Homo sapiens (Human)	9606
Q9UNP9	5.2.1.8	Homo sapiens (Human)	9606
P48999	1.13.11.34	Mus musculus (Mouse)	10090
O61443	2.7.11.24	Drosophila melanogaster (Fruit fly)	7227
P32537	3.4.22.29	Human enterovirus 70 (strain J670/71) (EV70) (EV-70)	31915
Q9Y5T5	3.4.19.12	Homo sapiens (Human)	9606
P08311	3.4.21.20	Homo sapiens (Human)	9606
P26045	3.1.3.48	Homo sapiens (Human)	9606
P00558	2.7.2.3	Homo sapiens (Human)	9606
Q8IUD6	2.3.2.27	Homo sapiens (Human)	9606
Q8TCT0	2.7.1.138	Homo sapiens (Human)	9606
Q6Q477	7.2.2.10	Mus musculus (Mouse)	10090
P22748	4.2.1.1	Homo sapiens (Human)	9606
O08679	2.7.11.1	Rattus norvegicus (Rat)	10116
P09052	3.6.4.13	Drosophila melanogaster (Fruit fly)	7227
Q5MJS3	2.7.11.1	Mus musculus (Mouse)	10090
P30405	5.2.1.8	Homo sapiens (Human)	9606
O76324	2.7.11.1	Drosophila melanogaster (Fruit fly)	7227
Q7KN62	3.6.4.6	Drosophila melanogaster (Fruit fly)	7227
Q93008	3.4.19.12	Homo sapiens (Human)	9606
Q9NS91	2.3.2.27	Homo sapiens (Human)	9606
Q96NR8	1.1.1.300	Homo sapiens (Human)	9606
Q96GF1	2.3.2.27	Homo sapiens (Human)	9606
A2AAJ9	2.7.11.1	Mus musculus (Mouse)	10090
P29813	3.4.22.29	Echovirus 11 (strain Gregory)	31705
P0C605	2.7.11.12	Mus musculus (Mouse)	10090
O95822	4.1.1.9	Homo sapiens (Human)	9606
P0C6W3	3.4.19.12	Bat coronavirus HKU4 (BtCoV) (BtCoV/HKU4/2004)	694007
A5JTM5	3.8.1.7	Pseudomonas sp. (strain CBS-3)	72586
Q62862	2.7.12.2	Rattus norvegicus (Rat)	10116
Q03343	4.6.1.1	Rattus norvegicus (Rat)	10116
Q9FWR4	2.5.1.18	Arabidopsis thaliana (Mouse-ear cress)	3702
P09760	2.7.10.2	Rattus norvegicus (Rat)	10116
Q9ULV8	2.3.2.27	Homo sapiens (Human)	9606
Q9Y463	2.7.12.1	Homo sapiens (Human)	9606
Q9P2K8	2.7.11.1	Homo sapiens (Human)	9606
P10687	3.1.4.11	Rattus norvegicus (Rat)	10116
Q99685	3.1.1.23	Homo sapiens (Human)	9606
Q8VDN2	7.2.2.13	Mus musculus (Mouse)	10090
C0MHL9	3.6.4.13	Saffold virus (SafV) (Human TMEV-like virus-Saffold)	434309
Q9Y6K5	2.7.7.84	Homo sapiens (Human)	9606
Q9NYY3	2.7.11.21	Homo sapiens (Human)	9606
O61460	2.7.10.1	Caenorhabditis elegans	6239
P49138	2.7.11.1	Mus musculus (Mouse)	10090
Q99MK8	2.7.11.15	Mus musculus (Mouse)	10090
P46309	6.3.2.2	Arabidopsis thaliana (Mouse-ear cress)	3702
Q6XPZ3	3.1.1.5	Canis lupus familiaris (Dog) (Canis familiaris)	9615
Q8IYM9	2.3.2.27	Homo sapiens (Human)	9606
P12916	3.4.22.29	Human rhinovirus 1B (HRV-1B)	12129
P05961	3.4.23.16	Human immunodeficiency virus type 1 group M subtype B (isolate MN) (HIV-1)	11696
P25774	3.4.22.27	Homo sapiens (Human)	9606
P11151	3.1.1.34	Bos taurus (Bovine)	9913
P54753	2.7.10.1	Homo sapiens (Human)	9606
G5EE01	3.1.3.16	Caenorhabditis elegans	6239
P48729	2.7.11.1	Homo sapiens (Human)	9606
P49303	3.4.22.46	Foot-and-mouth disease virus (isolate -/Azerbaijan/A22-550/1965 serotype A) (FMDV)	73481
Q66K89	2.3.2.27	Homo sapiens (Human)	9606
Q8C2B3	3.5.1.98	Mus musculus (Mouse)	10090
O81270	1.11.2.3	Arabidopsis thaliana (Mouse-ear cress)	3702
P51817	2.7.11.1	Homo sapiens (Human)	9606
Q9H0P0	3.1.3.5	Homo sapiens (Human)	9606
P53550	3.6.1.62	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q920P6	3.5.4.4	Rattus norvegicus (Rat)	10116
P22219	2.7.11.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
P36898	2.7.11.30	Mus musculus (Mouse)	10090
P26439	1.1.1.145	Homo sapiens (Human)	9606
Q8IXL7	1.8.4.12	Homo sapiens (Human)	9606
Q9NTX7	2.3.2.27	Homo sapiens (Human)	9606
O75150	2.3.2.27	Homo sapiens (Human)	9606
Q9WN78	3.4.22.29	Echovirus 30 (strain Bastianni)	176284
P29319	2.7.10.1	Mus musculus (Mouse)	10090
P04035	1.1.1.34	Homo sapiens (Human)	9606
P40306	3.4.25.1	Homo sapiens (Human)	9606
Q9Y4B6	2.7.11.1	Homo sapiens (Human)	9606
Q4JK59	1.14.11.n2	Mus musculus (Mouse)	10090
P39055	3.6.5.5	Caenorhabditis elegans	6239
O70589	2.7.11.1	Mus musculus (Mouse)	10090
Q8CFI0	2.3.2.26	Mus musculus (Mouse)	10090
Q9NYV4	2.7.11.22	Homo sapiens (Human)	9606
P20659	2.1.1.355	Drosophila melanogaster (Fruit fly)	7227
Q15418	2.7.11.1	Homo sapiens (Human)	9606
O60502	3.2.1.169	Homo sapiens (Human)	9606
Q01814	7.2.2.10	Homo sapiens (Human)	9606
Q9UEW8	2.7.11.1	Homo sapiens (Human)	9606
Q42525	2.7.1.1	Arabidopsis thaliana (Mouse-ear cress)	3702
P35875	2.4.2.30	Drosophila melanogaster (Fruit fly)	7227
Q39041	3.2.1.26	Arabidopsis thaliana (Mouse-ear cress)	3702
Q08AH1	6.2.1.2	Homo sapiens (Human)	9606
B9EKR1	3.1.3.48	Mus musculus (Mouse)	10090
O35632	3.2.1.35	Mus musculus (Mouse)	10090
Q8CHK4	2.3.1.48	Mus musculus (Mouse)	10090
P28066	3.4.25.1	Homo sapiens (Human)	9606
Q9CQD1	3.6.5.2	Mus musculus (Mouse)	10090
Q96PN6	4.6.1.1	Homo sapiens (Human)	9606
P54803	3.2.1.46	Homo sapiens (Human)	9606
P16636	1.4.3.13	Rattus norvegicus (Rat)	10116
P32870	4.6.1.1	Drosophila melanogaster (Fruit fly)	7227
Q63470	2.7.12.1	Rattus norvegicus (Rat)	10116
O88764	2.7.11.1	Rattus norvegicus (Rat)	10116
P11715	1.14.14.19	Rattus norvegicus (Rat)	10116
P06797	3.4.22.15	Mus musculus (Mouse)	10090
O96013	2.7.11.1	Homo sapiens (Human)	9606
P36871	5.4.2.2	Homo sapiens (Human)	9606
Q61391	3.4.24.11	Mus musculus (Mouse)	10090
P07271	3.6.4.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q9CQJ4	2.3.2.27	Mus musculus (Mouse)	10090
Q6P549	3.1.3.86	Mus musculus (Mouse)	10090
P07384	3.4.22.52	Homo sapiens (Human)	9606
Q8IW41	2.7.11.1	Homo sapiens (Human)	9606
P49025	2.7.11.1	Mus musculus (Mouse)	10090
Q61214	2.7.12.1	Mus musculus (Mouse)	10090
P97321	3.4.21.26	Mus musculus (Mouse)	10090
P21589	3.1.3.5	Homo sapiens (Human)	9606
P13221	2.6.1.1	Rattus norvegicus (Rat)	10116
P21980	2.3.2.13	Homo sapiens (Human)	9606
P11152	3.1.1.34	Mus musculus (Mouse)	10090
O00194	3.6.5.2	Homo sapiens (Human)	9606
Q9NRZ7	2.3.1.51	Homo sapiens (Human)	9606
P18265	2.7.11.26	Rattus norvegicus (Rat)	10116
P20646	3.1.3.2	Rattus norvegicus (Rat)	10116
P16885	3.1.4.11	Homo sapiens (Human)	9606
P05982	1.6.5.2	Rattus norvegicus (Rat)	10116
Q17941	2.7.11.1	Caenorhabditis elegans	6239
P20060	3.2.1.52	Mus musculus (Mouse)	10090
Q9NWF9	2.3.2.27	Homo sapiens (Human)	9606
P49674	2.7.11.1	Homo sapiens (Human)	9606
Q8TDZ2	1.14.13.225	Homo sapiens (Human)	9606
Q24324	2.7.12.2	Drosophila melanogaster (Fruit fly)	7227
O14684	5.3.99.3	Homo sapiens (Human)	9606
P00367	1.4.1.3	Homo sapiens (Human)	9606
P93832	1.1.1.85	Arabidopsis thaliana (Mouse-ear cress)	3702
P51639	1.1.1.34	Rattus norvegicus (Rat)	10116
O94788	1.2.1.36	Homo sapiens (Human)	9606
P15072	3.4.22.46	Foot-and-mouth disease virus (isolate -/Germany/C1Oberbayen/1960 serotype C) (FMDV)	12121
Q9NPD8	2.3.2.23	Homo sapiens (Human)	9606
Q21029	2.7.11.25	Caenorhabditis elegans	6239
P03307	3.4.22.46	Foot-and-mouth disease virus (isolate -/Germany/A5Westerwald/1951 serotype A) (FMDV)	12113
O43255	2.3.2.27	Homo sapiens (Human)	9606
P33515	3.4.21.91	Mosquito cell fusing agent (CFA flavivirus)	31658
P59941	2.3.1.286	Mus musculus (Mouse)	10090
P30519	1.14.14.18	Homo sapiens (Human)	9606
O94640	2.3.1.286	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	284812
P25858	1.2.1.12	Arabidopsis thaliana (Mouse-ear cress)	3702
Q969K3	2.3.2.27	Homo sapiens (Human)	9606
Q05209	3.1.3.48	Homo sapiens (Human)	9606
Q8IW19	4.2.99.18	Homo sapiens (Human)	9606
Q9NR30	3.6.4.13	Homo sapiens (Human)	9606
Q64542	7.2.2.10	Rattus norvegicus (Rat)	10116
P26769	4.6.1.1	Rattus norvegicus (Rat)	10116
P06132	4.1.1.37	Homo sapiens (Human)	9606
Q06830	1.11.1.15	Homo sapiens (Human)	9606
P29597	2.7.10.2	Homo sapiens (Human)	9606
Q9SR37	3.2.1.21	Arabidopsis thaliana (Mouse-ear cress)	3702
Q92729	3.1.3.48	Homo sapiens (Human)	9606
Q3TTA7	2.3.2.27	Mus musculus (Mouse)	10090
Q8VC56	2.3.2.27	Mus musculus (Mouse)	10090
P0C6U2	3.4.19.12	Human coronavirus 229E (HCoV-229E)	11137
Q96GX9	4.2.1.109	Homo sapiens (Human)	9606
Q8WYL5	3.1.3.16	Homo sapiens (Human)	9606
Q9SCZ4	2.7.11.1	Arabidopsis thaliana (Mouse-ear cress)	3702
Q6R6M4	3.4.19.12	Homo sapiens (Human)	9606
P0A825	2.1.2.1	Escherichia coli (strain K12)	83333
Q9FPR3	2.7.11.1	Arabidopsis thaliana (Mouse-ear cress)	3702
P11915	2.3.1.176	Rattus norvegicus (Rat)	10116
Q38710	4.2.3.18	Abies grandis (Grand fir) (Pinus grandis)	46611
Q24210	2.7.11.17	Drosophila melanogaster (Fruit fly)	7227
P22894	3.4.24.34	Homo sapiens (Human)	9606
O15297	3.1.3.16	Homo sapiens (Human)	9606
O70126	2.7.11.1	Mus musculus (Mouse)	10090
Q9ERI2	3.6.5.2	Mus musculus (Mouse)	10090
Q9NZ01	1.3.1.93	Homo sapiens (Human)	9606
P00374	1.5.1.3	Homo sapiens (Human)	9606
P10398	2.7.11.1	Homo sapiens (Human)	9606
Q17850	2.7.11.1	Caenorhabditis elegans	6239
P49935	3.4.22.16	Mus musculus (Mouse)	10090
P07711	3.4.22.15	Homo sapiens (Human)	9606
Q9NBK5	2.7.11.1	Drosophila melanogaster (Fruit fly)	7227
P53351	2.7.11.21	Mus musculus (Mouse)	10090
O60285	2.7.11.1	Homo sapiens (Human)	9606
P27037	2.7.11.30	Homo sapiens (Human)	9606
Q9SND6	2.7.11.25	Arabidopsis thaliana (Mouse-ear cress)	3702
Q9Y7D1	2.3.1.238	Aspergillus terreus	33178
O54992	2.7.11.1	Mus musculus (Mouse)	10090
P16442	2.4.1.40	Homo sapiens (Human)	9606
P06525	1.1.1.1	Arabidopsis thaliana (Mouse-ear cress)	3702
P00395	7.1.1.9	Homo sapiens (Human)	9606
P00491	2.4.2.1	Homo sapiens (Human)	9606
Q0PF16	2.3.2.27	Macaca mulatta (Rhesus macaque)	9544
P0C0V0	3.4.21.107	Escherichia coli (strain K12)	83333
Q8NHY2	2.3.2.27	Homo sapiens (Human)	9606
Q8WYB5	2.3.1.48	Homo sapiens (Human)	9606
Q9VA38	2.7.11.1	Drosophila melanogaster (Fruit fly)	7227
Q64244	3.2.2.6	Rattus norvegicus (Rat)	10116
P16858	1.2.1.12	Mus musculus (Mouse)	10090
Q99895	3.4.21.2	Homo sapiens (Human)	9606
Q6UWE0	2.3.2.27	Homo sapiens (Human)	9606
P50440	2.1.4.1	Homo sapiens (Human)	9606
P48453	3.1.3.16	Mus musculus (Mouse)	10090
P62137	3.1.3.16	Mus musculus (Mouse)	10090
P32597	3.6.4.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	559292
Q10656	2.7.10.1	Caenorhabditis elegans	6239
Q5VTR2	2.3.2.27	Homo sapiens (Human)	9606
Q92781	1.1.1.209	Homo sapiens (Human)	9606
P0DOK0	3.4.21.90	Sindbis virus (SINV)	11034
O35082	3.2.1.31	Mus musculus (Mouse)	10090
P97687	3.6.1.5	Rattus norvegicus (Rat)	10116
O43462	3.4.24.85	Homo sapiens (Human)	9606
Q9WVS8	2.7.11.24	Mus musculus (Mouse)	10090
Q2KJ93	3.6.5.2	Bos taurus (Bovine)	9913
P0AES4	5.6.2.2	Escherichia coli (strain K12)	83333
P14778	3.2.2.6	Homo sapiens (Human)	9606
P59241	2.7.11.1	Rattus norvegicus (Rat)	10116
Q9WTQ0	2.7.11.13	Rattus norvegicus (Rat)	10116
P23572	2.7.11.22	Drosophila melanogaster (Fruit fly)	7227
P48506	6.3.2.2	Homo sapiens (Human)	9606
Q8WQG9	2.7.11.24	Caenorhabditis elegans	6239
P50488	2.7.11.30	Caenorhabditis elegans	6239
P08103	2.7.10.2	Mus musculus (Mouse)	10090
P9WHH9	1.8.1.4	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q6UWV6	3.1.4.12	Homo sapiens (Human)	9606
Q96AD5	3.1.1.3	Homo sapiens (Human)	9606
P03306	3.4.22.46	Foot-and-mouth disease virus (strain A10-61) (Aphthovirus A) (FMDV)	12112
P63319	2.7.11.13	Rattus norvegicus (Rat)	10116
P04818	2.1.1.45	Homo sapiens (Human)	9606
Q99J72	3.5.4.38	Mus musculus (Mouse)	10090
Q99755	2.7.1.68	Homo sapiens (Human)	9606
P10619	3.4.16.5	Homo sapiens (Human)	9606
P9WI73	2.7.11.1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P19456	7.1.2.1	Arabidopsis thaliana (Mouse-ear cress)	3702
O01427	2.7.11.1	Caenorhabditis elegans	6239
O14832	1.14.11.18	Homo sapiens (Human)	9606
Q8WTS1	2.3.1.51	Homo sapiens (Human)	9606
Q5W0Z9	2.3.1.225	Homo sapiens (Human)	9606
Q90999	2.7.11.30	Gallus gallus (Chicken)	9031
Q4FZB7	2.1.1.362	Homo sapiens (Human)	9606
P56192	6.1.1.10	Homo sapiens (Human)	9606
O60760	5.3.99.2	Homo sapiens (Human)	9606
P51174	1.3.8.8	Mus musculus (Mouse)	10090
Q9W4T4	3.1.4.53	Drosophila melanogaster (Fruit fly)	7227
P0AC78	2.7.8.33	Escherichia coli (strain K12)	83333
Q96EQ8	2.3.2.27	Homo sapiens (Human)	9606
P0DMM9	2.8.2.1	Homo sapiens (Human)	9606
P04906	2.5.1.18	Rattus norvegicus (Rat)	10116
Q10471	2.4.1.41	Homo sapiens (Human)	9606
O75914	2.7.11.1	Homo sapiens (Human)	9606
P26440	1.3.8.4	Homo sapiens (Human)	9606
Q9BYC5	2.4.1.68	Homo sapiens (Human)	9606
P11505	7.2.2.10	Rattus norvegicus (Rat)	10116
Q8NFZ0	3.6.4.12	Homo sapiens (Human)	9606
O09127	2.7.10.1	Mus musculus (Mouse)	10090
P13607	7.2.2.13	Drosophila melanogaster (Fruit fly)	7227
Q9H2K8	2.7.11.1	Homo sapiens (Human)	9606
Q8CFX1	1.1.1.47	Mus musculus (Mouse)	10090
Q9R0E1	1.14.11.4	Mus musculus (Mouse)	10090
P26276	5.4.2.2	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964
Q96PU4	2.3.2.27	Homo sapiens (Human)	9606
Q9HCE1	3.6.4.13	Homo sapiens (Human)	9606
P05182	1.14.14.1	Rattus norvegicus (Rat)	10116
Q1LX78	5.6.1.6	Danio rerio (Zebrafish) (Brachydanio rerio)	7955
Q969Q1	2.3.2.27	Homo sapiens (Human)	9606
P19096	2.3.1.85	Mus musculus (Mouse)	10090
Q9Y233	3.1.4.17	Homo sapiens (Human)	9606
P00736	3.4.21.41	Homo sapiens (Human)	9606
Q10588	3.2.2.6	Homo sapiens (Human)	9606
Q9V9J3	2.7.10.2	Drosophila melanogaster (Fruit fly)	7227
Q06486	2.7.11.1	Rattus norvegicus (Rat)	10116
P20815	1.14.14.1	Homo sapiens (Human)	9606
Q5TCY1	2.7.11.1	Homo sapiens (Human)	9606
Q02111	2.7.11.13	Mus musculus (Mouse)	10090
Q8WUJ3	3.2.1.35	Homo sapiens (Human)	9606
Q869N2	2.7.11.1	Dictyostelium discoideum (Slime mold)	44689
P91938	1.8.1.9	Drosophila melanogaster (Fruit fly)	7227
P43490	2.4.2.12	Homo sapiens (Human)	9606
Q6P6C2	1.14.11.53	Homo sapiens (Human)	9606
O43426	3.1.3.36	Homo sapiens (Human)	9606
Q9DC28	2.7.11.1	Mus musculus (Mouse)	10090
P93025	2.7.11.1	Arabidopsis thaliana (Mouse-ear cress)	3702
Q9S7Z3	2.3.2.15	Arabidopsis thaliana (Mouse-ear cress)	3702
P06576	7.1.2.2	Homo sapiens (Human)	9606
